,Dataset,Method,Mask Type,Ratio,Avg MSE,STD of MSE,Avg Acc,STD of Acc
591,letter,DiffPuter_Remastered,MAR,0.5,0.7456637620925903,0.0356394872069358,,
592,letter,DiffPuter_Remastered,MAR,0.75,1.2194608449935913,0.0413115173578262,,
593,letter,DiffPuter_Remastered,MCAR,0.25,0.3857296705245971,0.0068075652234256,,
594,letter,DiffPuter_Remastered,MCAR,0.5,0.7035342454910278,0.015960594639182,,
595,letter,DiffPuter_Remastered,MCAR,0.75,1.1756579875946045,0.0100900772958993,,
596,letter,DiffPuter_Remastered,MNAR,0.25,0.3886173069477081,0.0156011879444122,,
597,letter,DiffPuter_Remastered,MNAR,0.5,0.6943104267120361,0.0168378688395023,,
598,letter,DiffPuter_Remastered,MNAR,0.75,1.1685256958007812,0.0086626028642058,,
599,magic,DiffPuter_Remastered,MAR,0.25,0.7744160294532776,0.1618303060531616,,
600,magic,DiffPuter_Remastered,MAR,0.5,0.7961007952690125,0.0790129154920578,,
601,magic,DiffPuter_Remastered,MAR,0.75,1.0833046436309814,0.0900173783302307,,
602,magic,DiffPuter_Remastered,MCAR,0.25,0.6695360541343689,0.0204653646796941,,
603,magic,DiffPuter_Remastered,MCAR,0.5,0.8113762140274048,0.0048863822594285,,
604,magic,DiffPuter_Remastered,MCAR,0.75,1.12433922290802,0.0061670057475566,,
605,magic,DiffPuter_Remastered,MNAR,0.25,0.734160840511322,0.1045312583446502,,
606,magic,DiffPuter_Remastered,MNAR,0.5,0.8108792304992676,0.0629239380359649,,
607,magic,DiffPuter_Remastered,MNAR,0.75,1.0883100032806396,0.060791727155447,,
608,shoppers,DiffPuter_Remastered,MAR,0.25,0.7608262516365947,0.0951051099121467,56.1850364490159,4.492863672527401
609,shoppers,DiffPuter_Remastered,MAR,0.5,0.8796835042482719,0.1259278072254372,52.1400312434847,4.673884919181899
610,shoppers,DiffPuter_Remastered,MAR,0.75,1.2585147568045445,0.0821054359059464,50.93546013834642,5.071651339242953
611,shoppers,DiffPuter_Remastered,MCAR,0.25,0.7962501632349064,0.0469169979908025,59.11159435924176,0.3725699948227476
612,shoppers,DiffPuter_Remastered,MCAR,0.5,0.9314095105382764,0.0300454474889401,55.8998516970427,0.2335592685783513
613,shoppers,DiffPuter_Remastered,MCAR,0.75,1.195343419693334,0.0308712612739067,51.77466705613798,0.4001600684507307
614,shoppers,DiffPuter_Remastered,MNAR,0.25,0.8352564114652008,0.0687001661443077,58.8538736949458,0.7995840642309956
615,shoppers,DiffPuter_Remastered,MNAR,0.5,0.9063013953960736,0.0354529852150797,55.61028830646028,0.8954492346890579
616,shoppers,DiffPuter_Remastered,MNAR,0.75,1.2175039034646924,0.0436040807103392,51.559649725332505,0.6084678622634389
